lon,lat,pop
4.87035,45.75436,738
4.87291,45.75448,1173.5
4.87547,45.75461,644.5
4.87803,45.75473,656.5
4.88060,45.75486,873.5
4.88316,45.75498,1442
4.88572,45.75510,815
4.88828,45.75523,1326
4.89085,45.75535,1173
4.89341,45.75547,63
4.89597,45.75560,72
4.90110,45.75584,36.5
4.90366,45.75597,174
4.90622,45.75609,36
4.90878,45.75621,7
4.91135,45.75634,1563.5
4.91391,45.75646,251.5
4.91903,45.75671,25
4.92160,45.75683,119
4.92416,45.75695,106
4.92672,45.75707,72.5
4.92928,45.75720,132
4.93185,45.75732,74
4.93697,45.75756,19
4.93953,45.75769,4
4.94466,45.75793,94
4.94722,45.75805,129.5
4.94978,45.75818,2
4.96260,45.75879,15
4.96516,45.75891,30
4.96772,45.75903,11
4.97028,45.75915,81.5
4.97285,45.75927,97.5
4.97541,45.75939,12
4.97797,45.75952,11
4.99591,45.76036,146
4.99848,45.76048,64
5.00104,45.76061,100
5.00360,45.76073,112
5.00616,45.76085,206.5
5.01129,45.76109,31
5.01385,45.76121,28
5.01642,45.76133,260
5.01898,45.76145,18
5.02154,45.76157,3
5.03436,45.76217,1
4.71133,45.74835,124
4.71389,45.74848,149
4.71645,45.74860,185
4.71902,45.74873,125
4.72158,45.74886,117
4.72414,45.74899,242
4.72670,45.74912,307
4.72926,45.74924,207
4.73183,45.74937,89.5
4.73439,45.74950,39
4.73695,45.74962,69
4.73951,45.74975,45
4.74463,45.75001,27
4.74720,45.75013,47
4.74976,45.75026,184
4.75232,45.75039,3
4.75488,45.75051,6
4.75744,45.75064,70
4.76001,45.75077,31
4.76257,45.75089,5
4.76513,45.75102,42
4.76769,45.75115,405.5
4.77025,45.75127,176
4.77282,45.75140,253
4.77538,45.75153,361.5
4.77794,45.75165,18
4.78050,45.75178,8
4.78306,45.75191,344.5
4.78563,45.75203,169.5
4.78819,45.75216,523.5
4.79075,45.75228,127.5
4.79331,45.75241,50.5
4.79587,45.75254,136
4.79844,45.75266,229
4.80100,45.75279,344
4.80356,45.75291,406
4.80612,45.75304,216.5
4.80868,45.75316,378.5
4.81125,45.75329,197
4.81381,45.75341,40.5
4.81637,45.75354,265.5
4.81893,45.75366,124
4.82150,45.75379,171
4.82406,45.75392,211.5
4.82662,45.75404,753.5
4.82918,45.75417,961
4.83174,45.75429,657
4.83431,45.75442,131
4.83943,45.75467,490.5
4.84199,45.75479,1004.5
4.84456,45.75491,1079
4.84712,45.75504,1016
4.84968,45.75516,575.5
4.85224,45.75529,1054.5
4.85480,45.75541,993
4.85737,45.75554,1155
4.85993,45.75566,25
4.86249,45.75579,388.5
4.86505,45.75591,1122.5
4.86762,45.75603,865
4.87018,45.75616,823.5
4.87274,45.75628,940.5
4.87530,45.75641,422
4.87787,45.75653,642.5
4.88043,45.75665,811
4.88299,45.75678,420
4.88555,45.75690,800
4.88812,45.75702,878
4.89068,45.75715,759
4.89324,45.75727,278
4.89580,45.75740,3
4.90093,45.75764,4
4.90349,45.75776,32
4.90862,45.75801,10
4.91887,45.75850,6
4.92143,45.75863,313
4.92399,45.75875,111
4.92655,45.75887,92
4.92912,45.75899,16
4.93168,45.75912,270.5
4.93680,45.75936,17
4.93937,45.75948,11
4.94193,45.75961,30
4.94449,45.75973,90
4.94705,45.75985,128.5
4.94962,45.75997,13
4.95218,45.76010,20
4.95474,45.76022,71.5
4.95731,45.76034,90.5
4.95987,45.76046,149.5
4.96243,45.76058,196
4.96499,45.76070,124.5
4.96756,45.76083,349
4.97012,45.76095,102.5
4.97268,45.76107,93
4.97524,45.76119,40.5
4.97781,45.76131,15
4.98037,45.76143,2
4.99062,45.76192,310.5
4.99318,45.76204,1309.5
4.99575,45.76216,296
4.99831,45.76228,86
5.00087,45.76240,74
5.00344,45.76252,177
5.00600,45.76264,166
5.00856,45.76277,1783
5.01112,45.76289,108
5.01369,45.76301,432
5.01625,45.76313,42.5
5.01881,45.76325,70
5.02650,45.76361,3
5.02907,45.76373,1
4.71116,45.75015,69
4.71372,45.75027,68.5
4.71628,45.75040,58
4.71884,45.75053,37
4.72140,45.75066,118
4.72397,45.75078,61
4.72653,45.75091,50
4.72909,45.75104,38
4.73165,45.75117,204
4.73421,45.75129,136
4.73678,45.75142,27
4.73934,45.75155,8
4.74190,45.75168,5
4.74446,45.75180,19
4.74702,45.75193,68.5
4.74959,45.75206,39
4.75215,45.75218,9
4.75471,45.75231,149.5
4.75727,45.75244,10
4.76240,45.75269,7
4.76496,45.75282,62
4.76752,45.75294,370.5
4.77008,45.75307,78
4.77264,45.75320,312.5
4.77521,45.75332,357.5
4.77777,45.75345,1016.5
4.78033,45.75358,530.5
4.78289,45.75370,168.5
4.78545,45.75383,238.5
4.78802,45.75395,361
4.79058,45.75408,503.5
4.79314,45.75421,300.5
4.79570,45.75433,270.5
4.79826,45.75446,421.5
4.80083,45.75458,356
4.80339,45.75471,476.5
4.80595,45.75483,362.5
4.80851,45.75496,83.5
4.81108,45.75509,93.5
4.81364,45.75521,200.5
4.81620,45.75534,341
4.81876,45.75546,443.5
4.82132,45.75559,72
4.82389,45.75571,262
4.82645,45.75584,601
4.82901,45.75596,497
4.83157,45.75609,790
4.83414,45.75621,170.5
4.83670,45.75634,93
4.84182,45.75659,698
4.84438,45.75671,948.5
4.84695,45.75684,998
4.84951,45.75696,1528.5
4.85207,45.75709,599
4.85463,45.75721,329.5
4.85720,45.75733,1424.5
4.86232,45.75758,322
4.86488,45.75771,718
4.86745,45.75783,1108.5
4.87001,45.75795,674.5
4.87257,45.75808,1283.5
4.87513,45.75820,1090
4.87770,45.75833,1042.5
4.88026,45.75845,551
4.88282,45.75857,878.5
4.88538,45.75870,752
4.88795,45.75882,366
4.89051,45.75895,750.5
4.89307,45.75907,786.5
4.89563,45.75919,419.5
4.89820,45.75932,1057
4.90076,45.75944,887
4.90332,45.75956,686
4.90588,45.75969,272.5
4.90845,45.75981,2
4.91357,45.76005,1
4.91613,45.76018,284.5
4.91870,45.76030,269.5
4.92126,45.76042,95
4.92382,45.76055,1369
4.92639,45.76067,89
4.92895,45.76079,224
4.93151,45.76091,109
4.93407,45.76104,2
4.93664,45.76116,14
4.93920,45.76128,7
4.94176,45.76140,62
4.94432,45.76153,122
4.94689,45.76165,149.5
4.95201,45.76189,4
4.95458,45.76201,35
4.95714,45.76214,151.5
4.95970,45.76226,252
4.96226,45.76238,529
4.96483,45.76250,212.5
4.96739,45.76262,136.5
4.96995,45.76275,107
4.97252,45.76287,130.5
4.97508,45.76299,54
4.98020,45.76323,4
4.99046,45.76372,248
4.99302,45.76384,322.5
4.99558,45.76396,173
4.99814,45.76408,100
5.00071,45.76420,165.5
5.00327,45.76432,121
5.00583,45.76444,265
5.00840,45.76456,98.5
5.01096,45.76468,6
5.01609,45.76492,3
5.02634,45.76541,2
5.02890,45.76553,2
5.04684,45.76637,5
4.71354,45.75207,54
4.71611,45.75220,76.5
4.71867,45.75233,42
4.72123,45.75245,84.5
4.72379,45.75258,29
4.72635,45.75271,12
4.73148,45.75296,28
4.73404,45.75309,52
4.73660,45.75322,4
4.73916,45.75335,7
4.74429,45.75360,8
4.74685,45.75373,60
4.74941,45.75385,40
4.75454,45.75411,57
4.75710,45.75423,39.5
4.76222,45.75449,35.5
4.76478,45.75461,156.5
4.76735,45.75474,154.5
4.76991,45.75487,351
4.77247,45.75499,164.5
4.77503,45.75512,754.5
4.77760,45.75525,290.5
4.78016,45.75537,820
4.78272,45.75550,586.5
4.78528,45.75562,61
4.78784,45.75575,274.5
4.79041,45.75588,215
4.79297,45.75600,262
4.79553,45.75613,206
4.79809,45.75625,355
4.80065,45.75638,340.5
4.80322,45.75651,305
4.80578,45.75663,72
4.80834,45.75676,477.5
4.81090,45.75688,298.5
4.81347,45.75701,454.5
4.81603,45.75713,393
4.81859,45.75726,219.5
4.82115,45.75738,104.5
4.82372,45.75751,497
4.82628,45.75763,239
4.82884,45.75776,625.5
4.83140,45.75788,87
4.83397,45.75801,319.5
4.83653,45.75813,110.5
4.84165,45.75838,865
4.84421,45.75851,515
4.84678,45.75863,524
4.84934,45.75876,1424.5
4.85190,45.75888,508
4.85446,45.75901,429.5
4.85959,45.75926,1
4.86215,45.75938,224.5
4.86471,45.75950,666
4.86728,45.75963,1055.5
4.86984,45.75975,613.5
4.87240,45.75988,953
4.87496,45.76000,920
4.87753,45.76012,361.5
4.88009,45.76025,733
4.88265,45.76037,943
4.88522,45.76049,664.5
4.88778,45.76062,746.5
4.89034,45.76074,317
4.89290,45.76087,268.5
4.89547,45.76099,385
4.89803,45.76111,1135.5
4.90059,45.76124,208.5
4.90315,45.76136,442.5
4.90572,45.76148,377.5
4.90828,45.76161,56
4.91084,45.76173,1
4.91597,45.76197,95
4.91853,45.76210,447.5
4.92109,45.76222,7
4.92878,45.76259,113
4.93134,45.76271,566.5
4.93391,45.76283,81.5
4.93903,45.76308,39
4.94160,45.76320,58
4.94416,45.76332,90
4.94672,45.76345,120.5
4.94928,45.76357,62.5
4.95185,45.76369,14
4.95441,45.76381,415
4.95697,45.76393,203.5
4.95954,45.76406,290.5
4.96210,45.76418,232
4.96466,45.76430,151
4.96722,45.76442,99
4.96979,45.76454,155.5
4.97235,45.76466,176.5
4.97491,45.76479,43
4.99029,45.76551,91
4.99285,45.76563,191
4.99542,45.76576,521
4.99798,45.76588,519
5.00054,45.76600,387.5
5.00311,45.76612,634
5.00567,45.76624,150
5.00823,45.76636,50
5.01592,45.76672,5
5.02361,45.76708,2
5.02617,45.76720,6
4.71593,45.75399,26
4.71849,45.75412,39
4.72106,45.75425,79.5
4.72362,45.75438,105
4.72618,45.75451,115.5
4.72874,45.75463,65.5
4.73130,45.75476,17
4.73387,45.75489,14
4.73643,45.75502,43
4.73899,45.75514,33.5
4.74155,45.75527,9
4.74668,45.75552,4
4.74924,45.75565,91
4.75180,45.75578,155
4.75436,45.75590,31
4.75693,45.75603,11
4.75949,45.75616,21
4.76205,45.75628,216
4.76461,45.75641,57
4.76717,45.75654,45
4.76974,45.75666,25
4.77230,45.75679,479
4.77486,45.75692,645
4.77742,45.75704,317
4.77998,45.75717,174.5
4.78255,45.75730,196
4.78511,45.75742,926.5
4.79023,45.75767,353.5
4.79280,45.75780,433
4.79536,45.75793,214.5
4.79792,45.75805,303
4.80048,45.75818,25
4.80305,45.75830,16
4.80561,45.75843,96.5
4.80817,45.75855,505.5
4.81073,45.75868,339.5
4.81330,45.75880,472
4.81586,45.75893,41.5
4.82354,45.75931,262
4.82611,45.75943,834
4.82867,45.75956,43
4.83123,45.75968,586.5
4.83379,45.75981,746
4.83636,45.75993,287
4.84148,45.76018,493.5
4.84404,45.76031,638.5
4.84661,45.76043,538
4.84917,45.76055,368.5
4.85173,45.76068,386
4.85686,45.76093,3
4.85942,45.76105,196
4.86198,45.76118,169.5
4.86455,45.76130,560.5
4.86711,45.76142,798.5
4.86967,45.76155,966
4.87223,45.76167,617
4.87480,45.76180,1017
4.87736,45.76192,576.5
4.87992,45.76204,1396.5
4.88248,45.76217,1710.5
4.88505,45.76229,906
4.88761,45.76242,824
4.89017,45.76254,1525
4.89273,45.76266,312.5
4.89530,45.76279,662.5
4.89786,45.76291,1216.5
4.90042,45.76303,318
4.90299,45.76316,729
4.90555,45.76328,407
4.90811,45.76340,242.5
4.91067,45.76353,780.5
4.91324,45.76365,5
4.91580,45.76377,657.5
4.91836,45.76389,518.5
4.92093,45.76402,5
4.93118,45.76451,2
4.93630,45.76475,12
4.94143,45.76500,5
4.95168,45.76549,2
4.95424,45.76561,23.5
4.95681,45.76573,307
4.95937,45.76585,367
4.96193,45.76597,242.5
4.96449,45.76610,8
4.96706,45.76622,73
4.96962,45.76634,81
4.97218,45.76646,751.5
4.97475,45.76658,42
4.97731,45.76670,36
4.98500,45.76707,2
4.98756,45.76719,4
4.99013,45.76731,19
4.99269,45.76743,127
4.99525,45.76755,205.5
4.99781,45.76767,152
5.00038,45.76779,681.5
5.00294,45.76792,574.5
5.00550,45.76804,353
5.00807,45.76816,327.5
5.01063,45.76828,306.5
5.02088,45.76876,2
4.71832,45.75592,156
4.72088,45.75605,43
4.72344,45.75617,72.5
4.72601,45.75630,201
4.72857,45.75643,75.5
4.73113,45.75656,89
4.73369,45.75668,106.5
4.73625,45.75681,61
4.73882,45.75694,104.5
4.74138,45.75707,49
4.74394,45.75719,18.5
4.74650,45.75732,32
4.74907,45.75745,58.5
4.75163,45.75757,43
4.75419,45.75770,2
4.75675,45.75783,6
4.75931,45.75795,32
4.76188,45.75808,67.5
4.76444,45.75821,131
4.76700,45.75833,67
4.76956,45.75846,113
4.77213,45.75859,473
4.77469,45.75871,346.5
4.77725,45.75884,462
4.77981,45.75897,520.5
4.78238,45.75909,406.5
4.78494,45.75922,248
4.78750,45.75934,276.5
4.79006,45.75947,158.5
4.79262,45.75960,128.5
4.79519,45.75972,413
4.79775,45.75985,240.5
4.80031,45.75997,104
4.80287,45.76010,34
4.80544,45.76023,58.5
4.80800,45.76035,109.5
4.81056,45.76048,207
4.81312,45.76060,18.5
4.81569,45.76073,206.5
4.81825,45.76085,295.5
4.82081,45.76098,52
4.82594,45.76123,319
4.82850,45.76135,116.5
4.83106,45.76148,292.5
4.83362,45.76160,906
4.83619,45.76173,548.5
4.83875,45.76185,224
4.84131,45.76198,277.5
4.84387,45.76210,802.5
4.84644,45.76223,1054
4.84900,45.76235,926
4.85156,45.76248,379
4.85413,45.76260,246.5
4.85669,45.76272,267
4.85925,45.76285,56.5
4.86181,45.76297,349.5
4.86438,45.76310,864
4.86694,45.76322,1362.5
4.86950,45.76335,992.5
4.87206,45.76347,966.5
4.87463,45.76359,1228
4.87719,45.76372,576.5
4.87975,45.76384,771
4.88231,45.76397,535
4.88488,45.76409,359
4.88744,45.76421,59.5
4.89000,45.76434,351.5
4.89257,45.76446,346
4.89513,45.76458,482
4.89769,45.76471,311
4.90025,45.76483,562.5
4.90282,45.76495,395
4.90538,45.76508,229
4.90794,45.76520,129
4.91051,45.76532,331.5
4.91563,45.76557,4
4.91819,45.76569,84
4.92845,45.76618,63.5
4.93101,45.76631,21
4.93357,45.76643,80
4.93614,45.76655,4
4.93870,45.76667,76
4.94126,45.76679,33
4.94382,45.76692,67
4.94639,45.76704,197
4.94895,45.76716,9
4.95151,45.76728,48
4.95408,45.76741,293
4.95664,45.76753,125
4.95920,45.76765,522.5
4.96177,45.76777,91
4.96433,45.76789,147
4.96689,45.76801,81.5
4.96945,45.76814,150
4.97202,45.76826,66.5
4.97714,45.76850,13
4.98483,45.76887,4
4.98740,45.76899,31
4.98996,45.76911,91
4.99252,45.76923,217.5
4.99509,45.76935,101
4.99765,45.76947,205
5.00021,45.76959,252
5.00278,45.76971,601.5
5.00534,45.76983,232.5
5.00790,45.76995,101.5
5.01047,45.77007,77.5
5.01303,45.77020,57
5.01559,45.77032,1
4.71815,45.75772,105.5
4.72071,45.75784,128.5
4.72327,45.75797,72
4.72583,45.75810,445
4.72839,45.75823,130.5
4.73096,45.75835,117.5
4.73352,45.75848,136
4.73608,45.75861,64.5
4.73864,45.75874,22
4.74121,45.75886,15
4.74377,45.75899,37
4.74633,45.75912,75
4.74889,45.75924,87.5
4.75145,45.75937,33
4.75402,45.75950,1
4.75658,45.75962,41
4.75914,45.75975,9
4.76170,45.75988,48
4.76427,45.76000,93
4.76683,45.76013,284
4.76939,45.76026,207
4.77195,45.76038,228.5
4.77452,45.76051,221
4.77708,45.76064,205.5
4.77964,45.76076,255
4.78220,45.76089,121.5
4.78477,45.76102,318
4.78733,45.76114,522
4.78989,45.76127,507
4.79245,45.76139,675.5
4.79502,45.76152,112.5
4.80014,45.76177,1009
4.80270,45.76190,420
4.80527,45.76202,66.5
4.80783,45.76215,320
4.81039,45.76227,15
4.81295,45.76240,4
4.81552,45.76252,368
4.82320,45.76290,4
4.82577,45.76303,383
4.82833,45.76315,789
4.83089,45.76328,2
4.83345,45.76340,947.5
4.83602,45.76352,245.5
4.83858,45.76365,110.5
4.84114,45.76377,225
4.84370,45.76390,1184.5
4.84627,45.76402,908.5
4.84883,45.76415,731
4.85139,45.76427,757
4.85396,45.76440,385.5
4.85652,45.76452,1234.5
4.85908,45.76465,873.5
4.86164,45.76477,264.5
4.86421,45.76489,901
4.86677,45.76502,910
4.86933,45.76514,981.5
4.87189,45.76527,439
4.87446,45.76539,613.5
4.87702,45.76551,999
4.87958,45.76564,1064.5
4.88215,45.76576,1718.5
4.88471,45.76589,1004
4.88727,45.76601,6.5
4.88983,45.76613,596
4.89240,45.76626,761
4.89496,45.76638,668
4.89752,45.76650,598.5
4.90009,45.76663,237.5
4.90265,45.76675,475.5
4.90521,45.76687,155
4.90777,45.76700,1
4.91803,45.76749,6
4.92572,45.76786,17
4.92828,45.76798,200
4.93084,45.76810,491
4.93340,45.76822,67
4.93597,45.76835,257
4.93853,45.76847,316.5
4.94109,45.76859,109.5
4.94366,45.76871,376
4.94622,45.76884,374
4.94878,45.76896,542
4.95135,45.76908,493
4.95391,45.76920,139.5
4.95647,45.76932,370.5
4.95904,45.76945,410.5
4.96160,45.76957,124.5
4.96416,45.76969,398
4.96673,45.76981,83
4.96929,45.76993,388.5
4.97185,45.77006,37
4.97442,45.77018,963
4.98723,45.77078,45
4.98979,45.77090,227.5
4.99236,45.77103,172
4.99492,45.77115,24
4.99748,45.77127,29
5.00005,45.77139,286
5.00261,45.77151,423.5
5.00517,45.77163,149
5.00774,45.77175,134.5
5.01030,45.77187,126
5.01286,45.77199,147
5.01543,45.77211,107
5.01799,45.77223,4
5.02825,45.77272,1
4.71285,45.75926,18
4.71541,45.75939,27
4.71797,45.75951,112.5
4.72053,45.75964,88
4.72310,45.75977,119
4.72566,45.75990,100
4.72822,45.76002,125
4.73078,45.76015,116
4.73334,45.76028,66
4.73591,45.76041,143.5
4.74359,45.76079,20
4.74616,45.76091,57
4.74872,45.76104,6
4.75384,45.76129,16
4.75641,45.76142,42.5
4.75897,45.76155,31.5
4.76153,45.76167,88
4.76409,45.76180,85
4.76666,45.76193,219.5
4.76922,45.76205,109
4.77178,45.76218,261
4.77434,45.76231,159
4.77691,45.76243,330
4.77947,45.76256,712
4.78203,45.76269,418
4.78459,45.76281,25
4.78716,45.76294,91
4.78972,45.76306,462.5
4.79228,45.76319,320
4.79484,45.76332,581.5
4.79741,45.76344,291
4.80509,45.76382,1203
4.80766,45.76394,281.5
4.81022,45.76407,4
4.81278,45.76420,3
4.81534,45.76432,7
4.81791,45.76445,5
4.82047,45.76457,43
4.82303,45.76470,9
4.82560,45.76482,100.5
4.82816,45.76495,766.5
4.83072,45.76507,224.5
4.83328,45.76520,771
4.83585,45.76532,645.5
4.83841,45.76545,121.5
4.84097,45.76557,291.5
4.84353,45.76570,1177
4.84610,45.76582,488.5
4.84866,45.76595,1262.5
4.85122,45.76607,1312
4.85379,45.76619,1100.5
4.85635,45.76632,931
4.85891,45.76644,456.5
4.86147,45.76657,6
4.86404,45.76669,533
4.86660,45.76682,1061
4.86916,45.76694,838
4.87173,45.76706,345.5
4.87429,45.76719,789
4.87685,45.76731,904
4.87941,45.76744,1521
4.88198,45.76756,1164.5
4.88454,45.76768,885.5
4.88710,45.76781,493.5
4.88967,45.76793,693.5
4.89223,45.76805,626.5
4.89479,45.76818,571
4.89735,45.76830,117.5
4.89992,45.76842,113
4.90248,45.76855,98
4.90761,45.76879,5
4.91017,45.76892,26
4.91273,45.76904,27
4.91530,45.76916,2
4.92811,45.76978,4
4.93067,45.76990,2
4.93324,45.77002,57.5
4.93580,45.77014,131.5
4.93836,45.77027,273
4.94093,45.77039,100
4.94349,45.77051,168
4.94605,45.77063,164.5
4.94862,45.77076,139.5
4.95118,45.77088,398
4.95374,45.77100,146
4.95631,45.77112,757
4.95887,45.77124,494
4.96143,45.77137,490.5
4.96400,45.77149,480
4.96656,45.77161,373.5
4.96912,45.77173,202.5
4.97169,45.77185,287.5
4.97425,45.77197,1015.5
4.97681,45.77210,22
4.97938,45.77222,11
4.98194,45.77234,22
4.98707,45.77258,133
4.98963,45.77270,116
4.99219,45.77282,163
4.99476,45.77294,21
4.99732,45.77307,186.5
4.99988,45.77319,221
5.00245,45.77331,98.5
5.00501,45.77343,140
5.00757,45.77355,102
5.01014,45.77367,120.5
5.01270,45.77379,159.5
5.01526,45.77391,183.5
5.01783,45.77403,98
4.70755,45.76080,8
4.71011,45.76093,1
4.71267,45.76105,6
4.71523,45.76118,51
4.71780,45.76131,49
4.72036,45.76144,46
4.72292,45.76156,59
4.72548,45.76169,95.5
4.72805,45.76182,68
4.73061,45.76195,101
4.73317,45.76207,116.5
4.73573,45.76220,75
4.73830,45.76233,4
4.74342,45.76258,39
4.74598,45.76271,40
4.75111,45.76296,5
4.75367,45.76309,34
4.75623,45.76322,73
4.75880,45.76335,67
4.76136,45.76347,92
4.76392,45.76360,122
4.76648,45.76372,52
4.76905,45.76385,113.5
4.77161,45.76398,88
4.77417,45.76410,193.5
4.77673,45.76423,406
4.77930,45.76436,316.5
4.78186,45.76448,243
4.78442,45.76461,302.5
4.78698,45.76474,187
4.78955,45.76486,506.5
4.79211,45.76499,414.5
4.79467,45.76511,108
4.80236,45.76549,2
4.80492,45.76562,214.5
4.80749,45.76574,86
4.81005,45.76587,285.5
4.81261,45.76599,224
4.81517,45.76612,67
4.81774,45.76624,253.5
4.82030,45.76637,272
4.82286,45.76649,362.5
4.82542,45.76662,189
4.82799,45.76674,403
4.83055,45.76687,803
4.83311,45.76699,466.5
4.83568,45.76712,481.5
4.83824,45.76724,380.5
4.84080,45.76737,302
4.84336,45.76749,1104.5
4.84593,45.76762,1179.5
4.84849,45.76774,793
4.85105,45.76787,1351
4.85362,45.76799,879.5
4.85618,45.76812,1342
4.85874,45.76824,803.5
4.86130,45.76836,246.5
4.86387,45.76849,823.5
4.86643,45.76861,827
4.86899,45.76874,754
4.87156,45.76886,301
4.87412,45.76898,1170.5
4.87668,45.76911,1032.5
4.87925,45.76923,1175.5
4.88181,45.76936,669.5
4.88437,45.76948,894
4.88693,45.76960,774.5
4.88950,45.76973,541.5
4.89206,45.76985,312
4.89462,45.76997,246
4.89719,45.77010,150
4.89975,45.77022,185
4.90231,45.77034,101
4.90488,45.77047,32
4.90744,45.77059,38
4.91000,45.77071,99
4.91257,45.77084,137
4.91513,45.77096,359.5
4.91769,45.77108,183.5
4.92025,45.77121,163
4.92282,45.77133,77
4.92538,45.77145,80
4.92794,45.77157,76.5
4.93051,45.77170,18
4.93820,45.77206,18
4.94076,45.77219,13.5
4.94332,45.77231,87
4.94589,45.77243,128
4.94845,45.77255,101
4.95101,45.77268,142.5
4.95358,45.77280,120
4.95614,45.77292,94
4.95870,45.77304,352.5
4.96127,45.77316,129
4.96383,45.77328,558.5
4.96639,45.77341,402.5
4.96896,45.77353,75
4.97152,45.77365,785
4.97408,45.77377,63.5
4.97665,45.77389,72
4.97921,45.77401,35
4.98177,45.77414,32
4.98434,45.77426,18
4.98690,45.77438,152
4.98946,45.77450,164.5
4.99203,45.77462,495.5
4.99459,45.77474,13.5
4.99715,45.77486,359
4.99972,45.77498,84
5.00228,45.77510,80
5.00484,45.77523,113.5
5.00741,45.77535,165.5
5.00997,45.77547,118
5.01254,45.77559,168
5.01510,45.77571,236.5
5.01766,45.77583,291.5
5.02023,45.77595,13
5.04586,45.77715,22
4.71506,45.76298,21
4.72019,45.76323,17
4.72275,45.76336,67.5
4.72531,45.76349,182
4.72787,45.76362,2
4.73043,45.76374,2
4.73300,45.76387,183
4.73556,45.76400,231
4.73812,45.76413,38.5
4.74068,45.76425,6
4.74325,45.76438,32
4.74581,45.76451,18
4.74837,45.76463,14
4.75350,45.76489,35
4.75606,45.76502,44
4.75862,45.76514,92.5
4.76119,45.76527,67.5
4.76375,45.76540,169
4.76631,45.76552,145.5
4.76887,45.76565,22
4.77400,45.76590,60
4.77656,45.76603,85
4.77912,45.76615,122.5
4.78169,45.76628,330.5
4.78425,45.76641,223
4.78681,45.76653,90
4.78937,45.76666,142.5
4.79194,45.76678,494
4.79450,45.76691,322.5
4.79706,45.76704,161.5
4.79963,45.76716,667
4.80219,45.76729,384
4.80475,45.76741,297.5
4.80731,45.76754,209.5
4.80988,45.76766,124
4.81244,45.76779,310
4.81500,45.76791,163.5
4.81757,45.76804,80
4.82013,45.76817,134
4.82269,45.76829,241.5
4.82525,45.76842,413
4.82782,45.76854,1090.5
4.83038,45.76867,920
4.83294,45.76879,1408
4.83551,45.76892,1626.5
4.83807,45.76904,125.5
4.84063,45.76917,176.5
4.84319,45.76929,719.5
4.84576,45.76941,821
4.84832,45.76954,1126.5
4.85088,45.76966,1093.5
4.85345,45.76979,1296.5
4.85601,45.76991,888.5
4.85857,45.77004,666
4.86113,45.77016,598
4.86370,45.77029,713.5
4.86626,45.77041,1263.5
4.86882,45.77053,1078.5
4.87139,45.77066,1479
4.87395,45.77078,1139
4.87651,45.77091,456.5
4.87908,45.77103,274
4.88164,45.77115,393
4.88420,45.77128,1078
4.88677,45.77140,808.5
4.88933,45.77152,247
4.89189,45.77165,240
4.89445,45.77177,234.5
4.89702,45.77189,264
4.89958,45.77202,207.5
4.90214,45.77214,9
4.90471,45.77226,91
4.90727,45.77239,15
4.90983,45.77251,115
4.91240,45.77263,47
4.91496,45.77276,206.5
4.91752,45.77288,96.5
4.92009,45.77300,268
4.92265,45.77313,296.5
4.92778,45.77337,21
4.93034,45.77349,126
4.93290,45.77362,7
4.94316,45.77411,47
4.94572,45.77423,10
4.95085,45.77447,5
4.95341,45.77459,23
4.95597,45.77472,41
4.95854,45.77484,42
4.96110,45.77496,28
4.96366,45.77508,563
4.96623,45.77520,332
4.96879,45.77533,240.5
4.97135,45.77545,512
4.97392,45.77557,17
4.97648,45.77569,84.5
4.97904,45.77581,8
4.98161,45.77593,20
4.98417,45.77605,15
4.98673,45.77618,478
4.98930,45.77630,89
4.99186,45.77642,118
4.99443,45.77654,105
4.99699,45.77666,79.5
4.99955,45.77678,137
5.00212,45.77690,324
5.00468,45.77702,155.5
5.00724,45.77714,69
5.00981,45.77726,129
5.01237,45.77738,106
5.01493,45.77751,198
5.01750,45.77763,158.5
5.02006,45.77775,319.5
5.02263,45.77787,2
5.02519,45.77799,2
5.04570,45.77895,16
5.04826,45.77907,8
5.05083,45.77919,5
4.72001,45.76503,8
4.72257,45.76516,2
4.72770,45.76541,4
4.73026,45.76554,2
4.73282,45.76567,36.5
4.73539,45.76580,59
4.73795,45.76592,31
4.74051,45.76605,12
4.74307,45.76618,93
4.74564,45.76630,42.5
4.74820,45.76643,34
4.75332,45.76668,36
4.75589,45.76681,55
4.75845,45.76694,129.5
4.76101,45.76707,121
4.76358,45.76719,99
4.76614,45.76732,151.5
4.76870,45.76745,225
4.77126,45.76757,4
4.77383,45.76770,9.5
4.77639,45.76782,93
4.77895,45.76795,52
4.78151,45.76808,15
4.78408,45.76820,99
4.78664,45.76833,95
4.78920,45.76845,369.5
4.79177,45.76858,482.5
4.79433,45.76871,4
4.79689,45.76883,192.5
4.79945,45.76896,231.5
4.80202,45.76908,284
4.80458,45.76921,353.5
4.80714,45.76934,171.5
4.80971,45.76946,511.5
4.81227,45.76959,105
4.81483,45.76971,31
4.81739,45.76984,620.5
4.81996,45.76996,131.5
4.82252,45.77009,98
4.82508,45.77021,502.5
4.82765,45.77034,846
4.83021,45.77046,463.5
4.83277,45.77059,1446
4.83533,45.77071,1537.5
4.83790,45.77084,524.5
4.84046,45.77096,238
4.84302,45.77109,1269.5
4.84559,45.77121,907
4.84815,45.77134,1049
4.85071,45.77146,963
4.85328,45.77159,1167
4.85584,45.77171,866.5
4.85840,45.77183,37
4.86097,45.77196,680
4.86353,45.77208,1300.5
4.86609,45.77221,1116
4.86865,45.77233,1095
