ville,ligne,mode,nom,reseau,stations,longueur_km,dist_centre_km,part_centre,ville_hab_10k,ville_emp_10k,ville_hab_20k,ville_emp_20k,emplois_centre_1k,lignes_reseau,stations_reseau,hab_300,emp_300,hab_propre_300,emp_propre_300,hab_400,emp_400,hab_propre_400,emp_propre_400,hab_500,emp_500,hab_propre_500,emp_propre_500,hab_600,emp_600,hab_propre_600,emp_propre_600,hab_800,emp_800,hab_propre_800,emp_propre_800,hab_1000,emp_1000,hab_propre_1000,emp_propre_1000,hab_2k,emp_2k,hab_5k,emp_5k,correspondances,stations_correspondance,gares,part_partagee_400
nancy,T2,bhns,Tempo 2 : Laneuveville Centre → Laxou Sapinière,Stan,45,13.33,0.21,0.311,294829,145067,392978,170948,35926,0,0,43717,31387,43717,31387,54371,39451,54371,39451,64720,46817,64720,46817,74989,56131,74989,56131,92862,65447,92862,65447,108764,73990,108764,73990,175563,90662,253996,130127,0,0,5,0.0
nancy,T5,bhns,Tempo 5 : Maxéville Meurthe-Canal → Vandœuvre Roberval,Stan,31,9.14,0.28,0.419,294829,145067,392978,170948,35926,0,0,42226,30158,42226,30158,56489,38283,56489,38283,67766,43190,67766,43190,78465,48374,78465,48374,100046,57187,100046,57187,114191,67313,114191,67313,181717,93194,262749,135178,0,0,0,0.0
nantes,1,tram,1 François Mitterrand → Beaujoire,TAN,36,17.61,0.44,0.194,605210,367826,821482,427500,50825,3,93,54941,41108,52937,37813,79210,60673,74762,50841,103725,84603,96749,69961,127237,101492,116755,81101,159894,127325,141383,92775,185560,156363,157270,110656,303256,227900,556830,340360,2,1,1,0.114
nantes,2,tram,2 Orvault Grand Val → Gare de Pont-Rousseau,Naolib,25,10.98,0.25,0.36,605210,367826,821482,427500,50825,3,93,36910,49985,29104,35669,51035,58431,39033,38340,64057,71043,47388,44763,77544,82175,55053,48195,97991,102739,63963,55804,122751,116217,74609,58789,259930,173748,504781,303652,10,9,1,0.472
nantes,3,tram,3 Marcel Paul → Neustrie,Naolib,32,13.48,0.39,0.25,605210,367826,821482,427500,50825,3,93,48708,39705,40902,25390,69673,52558,57671,32468,85312,63135,68466,36452,102760,76167,80776,42170,129722,95672,97467,50003,158908,111155,112881,57566,276574,179417,504333,308226,10,9,1,0.379
nantes,4,bhns,4 Foch-Cathédrale → Porte de Vertou,Naolib,15,6.25,0.27,0.2,605210,367826,821482,427500,50825,3,93,19251,24286,17877,20444,28528,30237,22936,21058,36848,44743,26490,25425,44365,51532,30116,27245,59316,70946,36935,29290,77040,88919,44398,33781,177065,138517,456857,242850,1,1,0,0.392
nantes,C1,bhns,C1 Gare de Chantenay → Haluchère-Batignolles,TAN,31,8.58,0.09,0.419,605210,367826,821482,427500,50825,3,93,45803,35345,40363,21916,62457,44286,48498,24707,75369,55324,54520,29242,88024,62979,56869,29782,116134,82725,66568,34751,147242,97508,75104,37778,257195,179624,501923,302223,6,4,1,0.454
nantes,C6,bhns,C6 Hermeland → Chantrerie Grandes Écoles,Naolib,44,14.53,0.09,0.318,605210,367826,821482,427500,50825,3,93,57969,41558,51866,29843,75773,50349,62558,32286,92955,60266,74846,37597,109031,68493,82792,37792,140647,93502,92322,43857,167509,117663,94506,52164,303235,216640,532181,326907,9,7,0,0.352
nantes,C20,bhns,C20 École Centrale Audencia → Gare Maritime,Naolib,36,12.61,2.14,0.0,605210,367826,821482,427500,50825,3,93,36866,16761,31882,13115,52866,19840,42394,14763,68592,28342,50521,19391,80688,35882,55141,23615,106981,41050,67798,25691,133602,52724,75620,28742,259050,133000,494779,310902,9,9,1,0.408
nantes,C3,bhns,C3 Bio Ouest Laënnec → Boulevard de Doulon,Naolib,38,12.02,0.46,0.263,605210,367826,821482,427500,50825,3,93,44047,55806,37522,40262,58716,71761,46887,46703,74701,91001,54218,53615,89259,98874,59041,53600,116345,120761,66533,56929,143449,135894,73884,57830,274922,178234,519773,304339,12,7,1,0.399
nice,L1,tram,Tram L1 : Henri Sappia => Hôpital Pasteur,Lignes d'Azur,20,8.34,0.11,0.4,461246,179255,750048,280968,34162,4,66,80531,43283,73924,36116,108099,54338,97900,43887,132189,60515,114571,45365,155439,65852,130824,43942,188529,71211,149280,43222,211860,79184,158894,47642,263067,95599,363956,121766,4,2,3,0.161
nice,L3,tram,Tram L3 : Saint-Isidore => Port Lympia,Lignes d'Azur,23,12.18,0.39,0.217,461246,179255,750048,280968,34162,4,66,57710,42988,30376,22490,78799,52360,40821,26733,97083,60191,48691,29415,114386,76603,56325,35546,139953,85872,65080,38462,166407,93635,74033,40074,275762,127000,450143,176630,20,17,2,0.887
nice,L2,tram,Tram L2 : Port Lympia => Aéroport Terminal 2,Lignes d'Azur,17,8.55,0.39,0.294,461246,179255,750048,280968,34162,4,66,42807,35114,19612,15164,59732,43034,27080,18273,76866,50044,33443,20409,91210,60052,38699,22867,117241,72224,47404,27218,142910,77970,55890,28762,253811,114882,440471,171617,20,17,1,1.0
nice,B,tram,Tram B : CADAM / Centre Administratif => Aéroport Terminal 2,Lignes d'Azur,6,2.6,5.63,0.0,461246,179255,750048,280968,34162,4,66,9185,10371,4457,6982,12147,11258,5842,7395,13528,11973,6182,7529,15631,18596,7066,7959,23408,22998,11130,10102,33954,33893,18044,15434,80365,43264,196497,81318,6,5,1,0.907
nimes,T1,bhns,Tram-Bus T1 : A54/Caissargues → Centre Ville → A54/Caissargues,Tango,15,6.47,0.2,0.6,204618,90614,355201,126355,22870,0,0,23522,16859,23522,16859,30941,20589,30941,20589,37992,29081,37992,29081,42703,32845,42703,32845,54353,37740,54353,37740,62354,42782,62354,42782,105603,55707,163877,82019,0,0,0,0.0
nimes,T2,bhns,Tram-Bus T2 : CHU-Carémeau → Paloma,Tango,27,10.19,0.34,0.259,204618,90614,355201,126355,22870,0,0,38711,23122,38711,23122,53654,27738,53654,27738,66312,31108,66312,31108,77071,35681,77071,35681,93317,42753,93317,42753,106244,47633,106244,47633,135018,68896,173947,84348,0,0,1,0.0
nimes,T4,bhns,Tram-Bus T4 : La Glacière → A54/Caissargues,Tango,21,13.03,0.34,0.333,204618,90614,355201,126355,22870,0,0,26453,19420,26453,19420,40163,24904,40163,24904,52456,30228,52456,30228,61047,36361,61047,36361,76788,43644,76788,43644,90968,49031,90968,49031,133171,63004,182461,85846,0,0,1,0.0
orleans,A,tram,Tram A: Jules Verne => Hôpital de La Source,FR:TAO,27,15.74,0.39,0.222,292185,147549,369266,169979,29314,2,52,35936,21505,33070,18631,50402,36645,45837,30808,62694,48478,56020,38315,72956,52575,64924,41211,94844,61344,82516,47363,113949,70356,94909,54256,179940,91845,252964,130808,1,1,3,0.206
orleans,B,tram,Tram B: Georges Pompidou => Clos du Hameau,FR:TAO,25,10.59,0.04,0.36,292185,147549,369266,169979,29314,2,52,29820,25928,26954,23055,45165,30928,40601,25091,55128,35612,48454,25449,64743,38704,56711,27340,79291,46199,66962,32218,94776,52581,75736,36481,149478,73542,251531,110896,1,1,0,0.232
paris,8,metro,Ligne 8 : Pointe du Lac → Balard,Métro de Paris,38,22.4,1.17,0.158,4642728,3040629,8522901,4354322,82976,33,693,204238,234542,144645,133113,314506,332031,193830,154155,417281,421371,224860,171502,508651,512414,244744,186322,675774,687918,275913,202372,839295,834687,303093,209723,1642336,1495896,3993798,2685274,29,19,4,0.673
paris,7,metro,Ligne 7 : La Courneuve - 8 mai 1945 → Mairie d'Ivry,Métro de Paris,38,21.64,0.28,0.158,4642728,3040629,8522901,4354322,82976,33,693,212260,219364,156618,122501,319495,308205,213602,149084,405069,380798,231937,153794,516147,470721,258540,167582,681646,616926,260318,165798,844201,755995,254159,166404,1584198,1308305,3791787,2523517,23,18,5,0.599
paris,5,metro,Ligne 5 : Bobigny-Pablo Picasso → Place d'Italie,Métro de Paris,22,13.54,1.25,0.091,4642728,3040629,8522901,4354322,82976,33,693,140771,118939,91455,71102,218513,174204,118863,83851,291095,226966,136558,93842,349086,274406,141590,101137,499133,377120,159601,111668,648266,459072,170169,111544,1359802,969766,3284215,2220246,20,12,4,0.751
paris,14,metro,Ligne 14 : Saint-Denis – Pleyel → Aéroport d’Orly,Métro de Paris,21,25.91,0.58,0.048,4642728,3040629,8522901,4354322,82976,33,693,80248,162375,56677,97785,133845,255318,86256,127097,206979,333129,119982,141724,292565,427584,137235,155066,452847,592789,168183,174450,614503,763795,191704,187397,1511296,1453646,4126728,2718379,16,10,11,0.639
paris,4,metro,Ligne 4 : Porte de Clignancourt → Bagneux-Lucie Aubrac,Métro de Paris,29,12.61,0.37,0.31,4642728,3040629,8522901,4354322,82976,33,693,176946,160033,111212,89662,248045,211100,141606,99143,312191,280136,153818,113195,369457,324000,160434,117606,494243,437261,178798,133529,624699,531498,186979,133464,1296919,1077183,3388476,2420639,22,17,10,0.777
paris,10,metro,Ligne 10 : Boulogne - Pont de Saint-Cloud → Gare d'Austerlitz,Métro de Paris,23,11.6,0.77,0.261,4642728,3040629,8522901,4354322,82976,33,693,127441,114543,90833,74036,185085,147896,117055,90475,242883,196759,138498,103510,281772,240366,145820,115576,370922,354624,152109,127869,474230,455711,153958,130064,999206,960586,3011648,2284360,13,12,5,0.663
paris,12,metro,Ligne 12 : Mairie d'Aubervilliers → Mairie d'Issy,Métro de Paris,31,15.9,1.94,0.0,4642728,3040629,8522901,4354322,82976,33,693,184753,191626,141877,124264,262517,280225,181678,140671,343466,353278,208805,158225,403198,409918,207611,159986,546316,545416,210045,158750,703722,660014,219997,157952,1437997,1322351,3462245,2508294,16,12,5,0.601
paris,9,metro,Ligne 9 : Pont de Sèvres → Mairie de Montreuil,Métro de Paris,37,19.29,1.43,0.054,4642728,3040629,8522901,4354322,82976,33,693,213393,280199,154460,166654,326130,406703,217521,213925,425356,512594,249592,236979,519572,614268,275969,251639,693001,770463,286439,238634,847285,920680,277038,233905,1659243,1521156,3884542,2744985,27,18,6,0.59
paris,1,metro,Ligne 1 : Château de Vincennes → La Défense (Grande Arche),Métro de Paris,25,16.21,0.09,0.24,4642728,3040629,8522901,4354322,82976,33,693,102650,212979,73674,143103,178092,349809,113327,202952,243326,472245,132014,246387,310297,560119,153476,251269,446044,715101,180029,250163,595975,858633,200837,251728,1338696,1458296,3793076,2634003,22,14,11,0.619
paris,3,metro,Ligne 3 : Pont de Levallois - Bécon → Gallieni,Métro de Paris,25,11.37,1.04,0.2,4642728,3040629,8522901,4354322,82976,33,693,147176,207303,98310,117560,218577,287311,122088,126776,297469,366868,144725,142473,367571,446472,160400,154909,506993,579461,176852,160591,653316,685097,189713,158858,1352386,1241761,3266484,2431686,19,12,4,0.768
paris,11,metro,Ligne 11 : Châtelet → Rosny - Bois-Perrier,Métro de Paris,19,11.21,0.15,0.211,4642728,3040629,8522901,4354322,82976,33,693,118591,69884,89907,43006,182344,114557,116187,52313,249748,144111,144754,55682,302439,169920,158719,59086,402661,227064,174380,64794,506794,297993,191291,72372,1021717,736783,3044483,2057377,14,7,3,0.641
paris,13,metro,Ligne 13 : Saint-Denis-Université → Châtillon-Montrouge,Métro de Paris,32,23.16,2.74,0.0,4642728,3040629,8522901,4354322,82976,33,693,183343,160052,144765,100683,287311,265281,203639,142793,381698,333824,250795,164122,497772,420816,290063,175999,687004,561774,327172,195789,851431,715811,338392,209593,1638671,1346067,3896376,2650440,18,15,5,0.578
paris,3bis,metro,Ligne 3bis : Porte des Lilas → Gambetta,Métro de Paris,4,1.34,3.56,0.0,4642728,3040629,8522901,4354322,82976,33,693,35630,14289,27285,11098,45737,23879,26118,10700,65010,33310,32113,14588,81146,36843,31428,13812,117659,46797,35068,14346,162628,60031,41014,15423,497779,205001,1674614,1118974,3,2,0,0.789
paris,6,metro,Ligne 6 : Charles de Gaulle-Étoile → Nation,Métro de Paris,28,12.98,2.52,0.0,4642728,3040629,8522901,4354322,82976,33,693,163122,147448,118550,100392,235195,210048,139711,125104,302788,269538,152618,132611,379584,328943,159494,138567,533865,464178,169361,144490,692542,581803,177305,142875,1359609,1105381,3499644,2552227,18,13,7,0.687
paris,2,metro,Ligne 2 : Nation → Porte Dauphine,Métro de Paris,25,11.94,2.49,0.0,4642728,3040629,8522901,4354322,82976,33,693,190633,134540,132040,94241,276183,194418,153701,108296,364679,270535,171664,124047,438965,328425,167588,118767,594842,478039,162065,121944,766906,636542,162576,127785,1447896,1246249,3365154,2593614,15,11,3,0.804
paris,T2,tram,Tram T2 : Pont de Bezons → Porte de Versailles [Parc des Expositions],Tramway d'Île de France,24,17.21,5.64,0.0,4642728,3040629,8522901,4354322,82976,33,693,65104,96372,64789,87689,118613,157635,113004,133046,171224,193425,157586,157582,222328,234382,196388,177147,342921,302777,265220,203546,455543,355423,310519,213925,974248,626229,2493960,1608977,2,2,4,0.144
paris,T3a,tram,Tram T3a : Pont du Garigliano → Porte de Vincennes,Tramway d'Île de France,25,12.19,3.98,0.0,4642728,3040629,8522901,4354322,82976,33,693,127761,63007,92836,45570,177385,104553,112462,66626,237801,138358,130344,74497,310877,172060,147833,79284,455831,256010,172986,97201,587634,333316,182532,107182,1234068,742449,2970295,1908693,12,10,3,0.66
paris,T1,tram,Tram T1 : Asnières-Quatre Routes → Noisy-le-Sec-Gare,Tramway d'Île de France,35,16.97,8.29,0.0,4642728,3040629,8522901,4354322,82976,33,693,125990,43538,115098,40755,167031,53224,139229,46399,201442,60887,163563,51309,229366,66361,178049,52017,301723,84765,218008,63247,362987,116843,241146,79563,706840,264015,2484388,1089954,4,4,2,0.312
paris,T4,tram,Tram T4 : Aulnay-sous-Bois → Bondy,Tramway d'Île de France,20,12.31,10.36,0.0,4642728,3040629,8522901,4354322,82976,33,693,55483,10407,55483,10407,73086,16541,73086,16541,103416,25318,103416,25318,121051,29435,121051,29435,159560,35764,159119,35542,193137,43981,187968,42370,397162,90383,1083553,306588,0,0,2,0.0
paris,Orlyval,metro,Orlyval : Antony → Orly 4,Métro de Paris,4,5.92,11.92,0.0,4642728,3040629,8522901,4354322,82976,33,693,2225,6715,2225,4715,4911,9598,4911,6598,7484,13435,7408,10102,11846,13791,10514,10340,19790,14753,15474,9775,27744,16504,20224,8412,91977,50328,636542,246447,3,3,1,0.231
paris,T3b,tram,Tram T3b : Porte Dauphine → Porte de Vincennes,Tramway d'Île de France,33,16.1,4.22,0.0,4642728,3040629,8522901,4354322,82976,33,693,163384,109622,125278,81314,261966,164162,173032,105133,330590,205998,181487,117924,435624,267409,202859,131599,639859,374499,236838,141515,817143,487897,247708,152680,1567532,992532,3675485,2685783,17,14,7,0.632
paris,7bis,metro,Ligne 7 bis : Louis Blanc → Pré Saint-Gervais,Métro de Paris,8,3.19,2.86,0.0,4642728,3040629,8522901,4354322,82976,33,693,57050,22350,37301,14004,85321,38134,45218,17773,110868,48055,47342,18732,144628,63305,52266,21329,206758,96855,59673,27039,271257,131409,61956,28333,672535,388955,1993943,1590436,5,4,0,0.821
paris,T5,tram,Tram T5 : Marché de Saint-Denis → Gare de Garges - Sarcelles RER,Tramway d'Île de France,16,6.2,9.16,0.0,4642728,3040629,8522901,4354322,82976,33,693,56361,8630,53415,7405,77682,11780,69327,8768,94004,13205,79579,9471,108808,19185,85049,12338,133626,25273,95887,14715,159290,33412,104377,18118,309383,82003,904377,391843,1,1,1,0.197
paris,CDGVAL,metro,CDGVAL : Terminal 1 → Terminal 2 - Gare,CDGVAL,5,3.01,22.03,0.0,4642728,3040629,8522901,4354322,82976,33,693,0,4177,0,4177,0,7337,0,7337,0,7337,0,7337,0,7491,0,7491,0,10547,0,9195,0,11048,0,9696,1055,21542,35720,87922,0,0,2,0.0
paris,2,tram,LISA,CDGVAL,3,0.91,23.21,0.0,4642728,3040629,8522901,4354322,82976,33,693,0,2704,0,2704,0,2704,0,2704,0,2704,0,2704,0,2704,0,2704,0,3017,0,1665,0,3172,0,1821,992,11959,27808,58653,0,0,0,0.0
paris,T7,tram,Tram T7 : (Athis-Mons) Porte de l'Essonne → Villejuif-Louis Aragon,Tramway d'Île de France,18,9.92,7.78,0.0,4642728,3040629,8522901,4354322,82976,33,693,15053,24367,12885,21821,23350,32384,20063,29016,32814,42837,26210,35609,46103,45224,33974,37002,65792,52918,44673,37897,83101,60638,50982,42308,214785,108015,1109215,445825,4,4,1,0.26
paris,T8,tram,Tram T8 : Saint-Denis - Porte de Paris → Villetaneuse - Université,Tramway d'Île de France,17,7.54,8.15,0.0,4642728,3040629,8522901,4354322,82976,33,693,47896,12769,42597,11592,61516,18806,49815,14917,75537,21389,57616,15274,92683,25313,63988,16407,124997,36669,70289,19834,155635,51480,76530,23350,313511,143019,1348994,528553,3,3,2,0.378
paris,T6,tram,Tram T6 : Châtillon–Montrouge → Viroflay Rive Droite,Tramway d'Île de France,21,13.19,6.37,0.0,4642728,3040629,8522901,4354322,82976,33,693,51247,44865,49539,41701,78569,63704,73569,58911,97467,79096,88651,71047,111777,85273,100072,76029,152208,97009,132118,79997,186416,112565,152057,88773,413268,187383,1577886,846129,2,2,2,0.132
paris,T11,tram,Tram T11 Express : Le Bourget → Épinay-sur-Seine,Tramway d'Île de France,7,10.31,9.71,0.0,4642728,3040629,8522901,4354322,82976,33,693,12812,4236,11465,3824,22467,6805,19301,5403,33413,9965,27218,8088,52586,14322,40942,11704,93069,24233,65803,18456,136399,31796,92115,22396,362735,93035,1298338,474307,2,2,4,0.293
paris,T13,tram,Tram T13 Express : Saint-Germain-en-Laye → Saint-Cyr,Tramway d'Île de France,12,16.66,19.5,0.0,4642728,3040629,8522901,4354322,82976,33,693,9683,2556,9683,2556,17128,6373,17128,6373,28039,8555,28039,8555,36094,12596,36094,12596,55495,17001,55495,17001,72067,23470,72067,23470,125984,48835,484018,208958,0,0,2,0.0
